title_clean,lat,long,country
"Six Days, Seven Nights",-17.633,-149.6,French_Polynesia
Mutiny on the Bounty (1962 film),-17.517,-149.533,French_Polynesia
Kon-Tiki (2012 film),-17.506,-149.489,French_Polynesia
Mutiny on the Bounty (1935 film),-17.683,-149.583,French_Polynesia
Donovan's Reef,-17.75,-149.55,French_Polynesia
The Bounty (1984 film),-17.517,-149.5,French_Polynesia
Love Affair (1994 film),-17.744,-149.324,French_Polynesia
How to Stuff a Wild Bikini,-16.507,-151.749,French_Polynesia
The Rhythm of My Life: Ismael Sankara,0.392,9.454,Gabon
Roots (1977 miniseries),13.438,-16.678,Gambia
The Mirror Boy,13.271,-16.649,Gambia
"Gambia, The Smiling Coast",13.478,-16.682,Gambia
Mom ,41.694,44.834,Georgia
Undisputed III: Redemption,42.268,42.695,Georgia
Sniper: Ghost Shooter,41.642,41.634,Georgia
5 Days of War,43.007,40.989,Georgia
Ali and Nino ,42.509,41.871,Georgia
Don't Breathe (2014 film),41.549,44.993,Georgia
The Loneliest Planet,42.146,41.672,Georgia
August Eighth,41.984,44.116,Georgia
"Tbilisi, I Love You",42.228,43.969,Georgia
A Chef in Love,42.154,42.335,Georgia
Captain America: Civil War,52.524,13.411,Germany
Wonder Woman (2017 film),53.575,10.015,Germany
X-Men: Apocalypse,48.137,11.575,Germany
Spider-Man: Homecoming,50.933,6.95,Germany
The Avengers (2012 film),50.116,8.684,Germany
Transformers: The Last Knight,51.457,7.012,Germany
The Fate of the Furious,48.782,9.177,Germany
Bohemian Rhapsody ,51.515,7.466,Germany
The Danish Girl ,51.222,6.776,Germany
Mission: Impossible – Fallout,53.075,8.808,Germany
Sankofa ,5.556,-0.197,Ghana
Deadly Voyage,6.688,-1.624,Ghana
Adams Apples,9.401,-0.839,Ghana
The Cursed Ones,4.898,-1.76,Ghana
2016 (2010 film),5.698,-0.328,Ghana
Love Brewed in the African Pot,5.67,-0.017,Ghana
Location Africa,5.105,-1.247,Ghana
Emmanuel's Gift,4.927,1.758,Ghana
Jaguar (1967 film),6.202,-1.668,Ghana
Checkmate (2010 film),5.666,-0.163,Ghana
Jason Bourne ,37.984,23.728,Greece
Mamma Mia! Here We Go Again,40.644,22.931,Greece
300,38.244,21.734,Greece
Mamma Mia! ,37.942,23.646,Greece
Troy ,39.637,22.418,Greece
300: Rise of an Empire,38.015,23.692,Greece
Hercules (2014 film),35.328,25.143,Greece
Hercules (1997 film),37.95,23.7,Greece
Clash of the Titans (2010 film),38.083,23.733,Greece
Munich ,40.583,22.95,Greece
Captain America: The First Avenger,64.183,-51.722,Greenland
The Secret Life of Walter Mitty (2013 film),66.939,-53.673,Greenland
Fantastic Four: Rise of the Silver Surfer,69.22,-51.099,Greenland
Eight Below,60.718,-46.036,Greenland
Soarin',68.71,-52.87,Greenland
The Call of Cthulhu ,65.415,-52.898,Greenland
Smilla's Sense of Snow ,61.994,-49.668,Greenland
Guy X,65.615,-37.637,Greenland
Inuk ,60.913,-46.051,Greenland
Endless Night (2015 film),60.142,-45.241,Greenland
Heartbreak Ridge,12.053,-61.752,Grenada
Blinded (2006 film),12.165,-61.73,Grenada
Great Moments in Aviation,12.123,-61.625,Grenada
La Soufrière ,16.273,-61.505,Guadeloupe
Voice in the Wind,16.267,-61.585,Guadeloupe
Creole Connections,16.206,-61.493,Guadeloupe
Pixels (2015 film),13.518,144.839,Guam
Austin Powers in Goldmember,13.536,144.889,Guam
No Man Is an Island ,13.488,144.781,Guam
Max Havoc: Curse of the Dragon,13.448,144.801,Guam
Return to Guam,13.469,144.799,Guam
Apocalypto,14.641,-90.513,Guatemala
The Fountain,14.631,-90.607,Guatemala
Sin Nombre (2009 film),14.525,-90.585,Guatemala
El Norte ,14.502,-90.562,Guatemala
The Juror,14.719,-90.644,Guatemala
The Evil That Men Do ,14.835,-91.518,Guatemala
Ixcanul,14.483,-90.534,Guatemala
The New Adventures of Tarzan,14.305,-90.785,Guatemala
Treasure of the Golden Condor,14.703,-90.5,Guatemala
Across the Line (2000 film),14.661,-90.819,Guatemala
The Guernsey Literary and Potato Peel Pie Society ,49.46,-2.535,Guernsey
The Story of Adele H.,49.433,-2.356,Guernsey
Green Dolphin Street,49.438,-2.362,Guernsey
Blood Diamond,9.535,-13.688,Guinea
Dakan,9.538,-13.677,Guinea
Mortu Nega,7.756,-8.818,Guinea
Sans Soleil,9.535,-13.688,Guinea-Bissau
Mortu Nega,9.538,-13.677,Guinea-Bissau
The Two Faces of War,7.756,-8.818,Guinea-Bissau
Guyana Tragedy: The Story of Jim Jones,6.804,-58.155,Guyana
Jonestown: The Life and Death of Peoples Temple,6.008,-58.307,Guyana
Jonestown: Paradise Lost,6.248,-57.517,Guyana
Guyana: Crime of the Century,7.264,-58.508,Guyana
Festival of Lights ,6.408,-58.622,Guyana
Mustard Bath ,5.883,-57.133,Guyana
Thunder in Guyana,6.271,-57.537,Guyana
Quantum of Solace,18.543,-72.339,Haiti
The Serpent and the Rainbow ,18.545,-72.303,Haiti
White Zombie ,18.512,-72.285,Haiti
The Comedians (1967 film),19.94,-72.83,Haiti
Heading South,18.577,-72.226,Haiti
My Internship in Canada,18.234,-72.535,Haiti
Pirates of Tortuga,19.759,-72.198,Haiti
Divine Horsemen: The Living Gods of Haiti,18.511,-72.633,Haiti
Toussaint Louverture ,18.193,-73.746,Haiti
The Agronomist,18.431,-72.865,Haiti
Sin Nombre (2009 film),14.082,-87.207,Honduras
The Mosquito Coast,15.504,-88.025,Honduras
Sharks' Treasure,15.614,-87.953,Honduras
Appointment in Honduras,15.76,-87.953,Honduras
Weekend War,15.4,-87.8,Honduras
The Ambassador (2005 film),13.3,-87.191,Honduras
El Espíritu de mi Mamá,14.451,-87.638,Honduras
Unos Pocos con Valor,15.826,-87.93,Honduras
Deadpool 2,22.278,114.175,Hong_Kong
The Dark Knight ,22.317,114.183,Hong_Kong
Pacific Rim ,22.371,114.113,Hong_Kong
Doctor Strange (2016 film),22.45,114.033,Hong_Kong
Fast & Furious 6,22.288,113.942,Hong_Kong
Geostorm,22.383,114.183,Hong_Kong
Ip Man 3,22.392,113.972,Hong_Kong
Battleship ,22.45,114.169,Hong_Kong
Die Another Day,22.383,114.267,Hong_Kong
Jumper (2008 film),22.226,114.112,Hong_Kong
The Nun (2018 film),47.498,19.04,Hungary
Red Sparrow,47.533,21.633,Hungary
Spy (2015 film),48.1,20.783,Hungary
Mission: Impossible – Ghost Protocol,46.253,20.148,Hungary
Hotel Transylvania 2,46.083,18.233,Hungary
Dracula Untold,47.683,17.635,Hungary
Hotel Transylvania,47.955,21.717,Hungary
Tinker Tailor Soldier Spy ,46.906,19.691,Hungary
Van Helsing ,47.19,18.41,Hungary
Nosferatu,47.231,16.622,Hungary
Justice League ,64.135,-21.895,Iceland
Jason Bourne ,64.112,-21.913,Iceland
Die Another Day,64.067,-21.938,Iceland
Non-Stop ,65.684,-18.088,Iceland
The Secret Life of Walter Mitty (2013 film),64.089,-21.923,Iceland
Journey to the Center of the Earth (2008 theatrical film),64.167,-21.7,Iceland
Planes ,64.322,-22.075,Iceland
Pawn Sacrifice,63.933,-20.997,Iceland
Journey to the Center of the Earth (1959 film),64.153,-21.995,Iceland
The Deep (2012 film),63.443,-20.273,Iceland
Baahubali 2: The Conclusion,19.073,72.883,India
Baahubali: The Beginning,28.652,77.231,India
Dangal ,12.972,77.594,India
2,22.563,88.363,India
The Avengers (2012 film),13.088,80.278,India
The Jungle Book (2016 film),23.026,72.587,India
Bajrangi Bhaijaan,17.384,78.456,India
Sultan (2016 film),18.52,73.855,India
Raees ,21.196,72.83,India
Everest (2015 film),26.465,80.35,India
Gold (2016 film),-6.215,106.845,Indonesia
Grimsby ,-7.249,112.751,Indonesia
Blackhat ,3.583,98.667,Indonesia
The Raid (2011 film),-6.922,107.607,Indonesia
Eat Pray Love,-6.235,106.99,Indonesia
The Wandering Earth,-2.917,104.746,Indonesia
The Act of Killing,-6.178,106.63,Indonesia
Anacondas: The Hunt for the Blood Orchid,-5.149,119.432,Indonesia
"Merry Christmas, Mr. Lawrence",-6.289,106.718,Indonesia
Braindead ,-6.993,110.421,Indonesia
Argo (2012 film),35.694,51.422,Iran
Prince of Persia: The Sands of Time ,36.316,59.568,Iran
Alexander (2004 film),32.652,51.675,Iran
RoboCop (2014 film),35.833,50.992,Iran
Air Force One ,38.08,46.292,Iran
Syriana,29.61,52.531,Iran
The Darkest Hour ,34.64,50.876,Iran
The Salesman (2016 film),31.319,48.684,Iran
A Separation,34.778,48.472,Iran
Persepolis ,34.384,47.055,Iran
The Mummy (2017 film),33.341,44.401,Iraq
War Dogs (2016 film),30.509,47.78,Iraq
American Sniper,36.335,43.119,Iraq
The Hurt Locker,36.183,44.012,Iraq
Billy Lynn's Long Halftime Walk ,33.306,44.185,Iraq
The A-Team ,35.565,45.433,Iraq
Body of Lies ,35.468,44.392,Iraq
The Wall (2017 film),32.026,44.346,Iraq
The Lucky One ,32.616,44.025,Iraq
Jarhead ,31.058,46.257,Iraq
Mission: Impossible – Fallout,53.333,-6.249,Ireland
Brooklyn ,51.898,-8.471,Ireland
The Lost City of Z ,53.294,-6.136,Ireland
The Foreigner (2017 film),52.665,-8.623,Ireland
P.S. I Love You ,53.272,-9.049,Ireland
Hellboy II: The Golden Army,53.286,-6.373,Ireland
Ek Tha Tiger,52.258,-7.112,Ireland
Sing Street,53.46,-6.218,Ireland
Barry Lyndon,53.719,-6.348,Ireland
The Crying Game,54,-6.417,Ireland
Mindhorn,54.15,-4.483,Isle_of_Man
Albatross ,54.323,-4.385,Isle_of_Man
TT3D: Closer to the Edge,54.222,-4.691,Isle_of_Man
The Manxman,54.085,-4.751,Isle_of_Man
The Martins ,54.074,-4.654,Isle_of_Man
I See a Dark Stranger,54.23,-4.4,Isle_of_Man
3 Wheeling,54.264,-4.463,Isle_of_Man
The Manxman (1916 film),54.29,-4.394,Isle_of_Man
World War Z ,31.769,35.216,Israel
The Passion of the Christ,32.081,34.781,Israel
Kingdom of Heaven ,32.818,34.989,Israel
Robin Hood (2018 film),31.792,34.65,Israel
Noah (2014 film),31.971,34.789,Israel
Exodus: Gods and Kings,32.087,34.887,Israel
The Ten Commandments (1956 film),31.252,34.791,Israel
Munich ,32.333,34.86,Israel
The Prince of Egypt,32.01,34.779,Israel
Risen (2016 film),32.081,34.834,Israel
Thor: Ragnarok,41.892,12.511,Italy
Baahubali 2: The Conclusion,45.464,9.19,Italy
Spectre (2015 film),40.852,14.268,Italy
Aquaman ,45.07,7.687,Italy
The Wolf of Wall Street (2013 film),38.132,13.336,Italy
Kingsman: The Golden Circle,44.405,8.944,Italy
John Wick: Chapter 2,44.494,11.339,Italy
The Dark Knight Rises,43.779,11.246,Italy
Call Me by Your Name ,37.492,15.07,Italy
Jason Bourne ,41.121,16.87,Italy
Chimpanzee ,5.31,-4.013,Ivory_Coast
"Moi, un noir",5.416,-4.016,Ivory_Coast
Aya of Yop City ,7.694,-5.03,Ivory_Coast
Man from Cocody,6.877,-6.45,Ivory_Coast
Pirates of the Caribbean: The Curse of the Black Pearl,17.997,-76.794,Jamaica
Cool Runnings,17.991,-76.957,Jamaica
Dr. No ,17.95,-76.882,Jamaica
Godzilla (1998 film),18.471,-77.919,Jamaica
Cocktail (1988 film),18.042,-77.507,Jamaica
Pirates II: Stagnetti's Revenge,17.965,-77.245,Jamaica
How Stella Got Her Groove Back,17.941,-77.109,Jamaica
Shottas,18.137,-77.032,Jamaica
The Harder They Come,18.012,-76.799,Jamaica
Captain Blood (1935 film),18.219,-78.133,Jamaica
Hacksaw Ridge,35.69,139.692,Japan
Silence (2016 film),35.433,139.65,Japan
The Wolverine ,34.694,135.502,Japan
Unbroken ,35.181,136.906,Japan
Kubo and the Two Strings,43.067,141.35,Japan
The Magnificent Seven,34.691,135.183,Japan
Samurai Jack,35.021,135.754,Japan
Pearl Harbor ,33.6,130.417,Japan
Kill Bill: Volume 1,35.521,139.717,Japan
Princess Mononoke,35.908,139.657,Japan
Transformers: Revenge of the Fallen,31.955,35.945,Jordan
Munich ,32.073,36.088,Jordan
You Don't Mess with the Zohan,32.556,35.85,Jordan
Queen of the Desert ,32.018,36.046,Jordan
Arrambam,31.955,35.818,Jordan
Entebbe ,32.333,35.753,Jordan
Exodus (1960 film),29.527,35.008,Jordan
Beirut ,33.314,38.703,Jordan
The Delta Force,31.716,35.794,Jordan
Waltz with Bashir,32.039,35.727,Jordan
Borat,43.257,76.929,Kazakhstan
The World Is Not Enough,49.802,73.102,Kazakhstan
Air Force One ,42.3,69.6,Kazakhstan
The Darkest Hour ,42.9,71.367,Kazakhstan
Rollerball (2002 film),51.18,71.446,Kazakhstan
Mercenaries (2014 film),52.283,76.967,Kazakhstan
Nomad (2005 film),49.971,82.606,Kazakhstan
The Cavern (2005 film),44.853,65.509,Kazakhstan
Closed Curtain,50.427,80.267,Kazakhstan
Myn Bala,50.28,57.207,Kazakhstan
Inception,-1.283,36.817,Kenya
Eye in the Sky (2015 film),-4.055,36.817,Kenya
The League of Extraordinary Gentlemen ,-0.307,36.072,Kenya
Out of Africa ,0.52,35.27,Kenya
The Ghost and the Darkness,-0.102,34.762,Kenya
The Constant Gardener ,-1.033,37.069,Kenya
Company ,-3.218,40.117,Kenya
Vishwatma,1.016,40.117,Kenya
Submergence,-0.453,39.646,Kenya
Born Free,0.284,34.752,Kenya
Sands of Iwo Jima,1.328,172.977,Kiribati
Up Periscope,1.358,172.921,Kiribati
Pacific Destiny,1.367,173.124,Kiribati
Tarawa Beachhead,1.333,173.012,Kiribati
Anote's Ark,1.329,172.975,Kiribati
Gung Ho!,1.362,173.081,Kiribati
The Balkan Line,42.673,21.167,Kosovo
Battle of Kosovo ,42.214,20.74,Kosovo
The Hornet,42.883,20.867,Kosovo
A Film with No Name,42.38,20.431,Kosovo
Zero Dark Thirty,29.077,48.084,Kuwait
Jarhead ,29.333,48.029,Kuwait
Three Kings (1999 film),29.257,48.057,Kuwait
Best Defense,29.277,47.959,Kuwait
Live from Baghdad ,29.082,48.13,Kuwait
Uncle Sam ,29.37,47.978,Kuwait
Fires of Kuwait,29.146,48.095,Kuwait
The Heroes of Desert Storm,29.096,48.133,Kuwait
Second Blood,29.337,47.658,Kuwait
The Dupes,29.174,48.121,Kuwait
G.I. Joe: The Rise of Cobra,42.87,74.59,Kyrgyzstan
Pure Coolness,40.528,72.799,Kyrgyzstan
Beshkempir,40.933,73,Kyrgyzstan
Where the Sky Meets the Land,42.491,78.394,Kyrgyzstan
Air America ,17.967,102.6,Laos
The Rocket (2013 film),15.12,105.799,Laos
River (2015 Canadian film),17.41,104.831,Laos
Love Is Forever (1982 film),16.57,104.762,Laos
The Pottery Maker,19.886,102.135,Laos
Billion Dollar Brain,56.946,24.106,Latvia
Coup de Grâce (1976 film),55.883,26.533,Latvia
The Priest ,56.527,21.024,Latvia
The Chronicles of Melanie,56.65,23.713,Latvia
Defenders of Riga,56.968,23.77,Latvia
"I Remember Everything, Richard",57.39,21.573,Latvia
Men Without a Fatherland,56.51,27.34,Latvia
Four White Shirts,56.499,25.857,Latvia
Munich ,33.893,35.502,Lebanon
The Man with the Golden Gun ,34.434,35.844,Lebanon
Syriana,33.558,35.371,Lebanon
Brüno,33.273,35.194,Lebanon
Incendies,33.379,35.484,Lebanon
Spy Game,33.407,35.482,Lebanon
Beirut ,33.981,35.618,Lebanon
The Delta Force,33.847,35.902,Lebanon
Capernaum ,34.006,36.218,Lebanon
Waltz with Bashir,33.118,35.14,Lebanon
Cry Freedom,-29.317,27.483,Lesotho
Lord of War,6.301,-10.797,Liberia
Blood Diamond,6.995,-9.471,Liberia
The Last Face,6.531,-10.354,Liberia
Pray the Devil Back to Hell,6.447,-10.613,Liberia
Freetown ,4.378,-7.711,Liberia
Hondros ,8.422,-9.748,Liberia
13 Hours: The Secret Soldiers of Benghazi,32.887,13.187,Libya
The English Patient ,32.115,20.069,Libya
Patriot Games ,32.375,15.093,Libya
Patton ,32.435,13.633,Libya
The Flight of the Phoenix (1965 film),32.649,14.262,Libya
The Big Red One,32.7571,12.72764,Libya
Lion of the Desert,32.752,12.728,Libya
Ice Cold in Alex,30.755,20.226,Libya
The Tuskegee Airmen,32.757,12.376,Libya
The Hill ,27.038,14.428,Libya
The Spy Who Dumped Me,54.689,25.28,Lithuania
Hannibal Rising ,54.903,23.91,Lithuania
Redirected ,55.709,21.143,Lithuania
Persona Non Grata (2015 film),55.933,23.317,Lithuania
Reminiscences of a Journey to Lithuania,55.733,24.35,Lithuania
Utterly Alone,54.396,24.041,Lithuania
The Corridor (1995 film),54.56,23.354,Lithuania
Before Flying Back to Earth,56.317,22.333,Lithuania
Jons und Erdme,55.083,24.283,Lithuania
Pan Tadeusz (1999 film),55.498,25.599,Lithuania
The International (2009 film),49.612,6.13,Luxembourg
Asterix at the Olympic Games ,49.496,5.981,Luxembourg
Asterix & Obelix: Mission Cleopatra,49.481,6.088,Luxembourg
Asterix and Obelix: God Save Britannia,49.506,6.013,Luxembourg
Asterix: The Mansions of the Gods,49.519,6.103,Luxembourg
Asterix and the Vikings,49.558,5.881,Luxembourg
Asterix & Obelix Take On Caesar,49.847,6.104,Luxembourg
The Twelve Tasks of Asterix,49.868,6.156,Luxembourg
Druids ,49.621,6.073,Luxembourg
Asterix: The Secret of the Magic Potion,49.611,6.05,Luxembourg
Alexander (2004 film),41.996,21.431,Macedonia
Alexander the Great (1956 film),41.031,21.335,Macedonia
Reign: The Conqueror,42.132,21.714,Macedonia
Sikandar (1941 film),41.345,21.555,Macedonia
The Third Half,42.01,20.972,Macedonia
The Third Half,42.015,21.441,Macedonia
The Sap from Syracuse,41.949,21.503,Macedonia
Skoplje '63,41.716,21.776,Macedonia
Casino Royale (2006 film),-18.914,47.536,Madagascar
Madagascar (2005 film),-18.149,49.402,Madagascar
Madagascar: Escape 2 Africa,-19.866,47.033,Madagascar
Against All Flags,-21.453,47.086,Madagascar
Island of Lemurs: Madagascar,-15.717,46.317,Madagascar
The King's Pirate,-23.35,43.667,Madagascar
Souli ,-12.317,49.292,Madagascar
"Madagascar, a Journey Diary",-19.65,47.317,Madagascar
Makibefo,-25.178,46.087,Madagascar
The Amorous Corporal,-13.2,49.05,Madagascar
The Boy Who Harnessed the Wind,-13.967,33.787,Malawi
Lifecycles: A Story of AIDS in Malawi,-15.785,35.009,Malawi
Venom (2018 film),6.124,102.243,Malaysia
Crazy Rich Asians ,3.141,101.687,Malaysia
Mission: Impossible – Rogue Nation,3.037,101.443,Malaysia
Kabali ,3.15,101.533,Malaysia
Mechanic: Resurrection,1.466,103.758,Malaysia
Iru Mugan,4.584,101.083,Malaysia
Blackhat ,1.55,110.333,Malaysia
Don (2006 Hindi film),3.107,101.607,Malaysia
Don 2,3.085,101.533,Malaysia
Madras Cafe,5.975,116.072,Malaysia
The Island President,4.175,73.509,Maldives
Impressionen unter Wasser,-0.299,73.424,Maldives
Sahara (2005 film),12.65,-8,Mali
Timbuktu (2014 film),11.318,-5.667,Mali
Yeelen,14.484,-4.183,Mali
Bamako ,12.392,-5.464,Mali
Running the Sahara,13.432,-6.216,Mali
Timbuktu (1959 film),16.272,-0.045,Mali
La Vie Sur Terre,14.447,-11.444,Mali
Guimba the Tyrant,13.702,-6.066,Mali
N - The Madness of Reason,13.573,-8.034,Mali
Timbuctoo ,12.744,-8.073,Mali
Youth Without Youth ,35.897,14.461,Malta
Black Eagle (1988 film),35.876,14.472,Malta
The Mackintosh Man,35.909,14.426,Malta
Malta Story,35.876,14.535,Malta
Trenchcoat ,35.951,14.416,Malta
Hell Boats,35.906,14.476,Malta
Eyewitness (1970 film),35.87,14.513,Malta
Final Justice (1985 film),35.856,14.533,Malta
The Secret of Dr. Mabuse,35.913,14.502,Malta
Simshar ,35.872,14.441,Malta
Godzilla vs. King Ghidorah,7.09,171.38,Marshall_Islands
Radio Bikini,8.775,167.739,Marshall_Islands
Operation Bikini,7.067,171.554,Marshall_Islands
To Have and Have Not ,14.604,-61.074,Martinique
Sugar Cane Alley,14.613,-61,Martinique
Volcano! (1926 film),14.678,-60.942,Martinique
Creole Connections,14.784,-60.992,Martinique
Running the Sahara,18.086,-15.978,Mauritania
En attendant les hommes,20.942,-17.038,Mauritania
Ajnabee (2001 film),-20.162,57.499,Mauritius
Saansein,-20.233,57.466,Mauritius
Dil Jo Bhi Kahey...,-20.298,57.478,Mauritius
Bachaana,-20.315,57.52,Mauritius
Help ,-20.264,57.479,Mauritius
The Breakup Guru,-20.055,57.545,Mauritius
Caring for the Lagoon,-12.782,45.229,Mayotte
Batman v Superman: Dawn of Justice,19.428,-99.128,Mexico
Spectre (2015 film),19.355,-99.062,Mexico
Logan ,19.605,-99.061,Mexico
Narcos,20.667,-103.392,Mexico
Creed ,19.038,-98.203,Mexico
Sicario (2015 film),31.72,-106.461,Mexico
Sons of Anarchy,32.503,-117.004,Mexico
The Shawshank Redemption,21.129,-101.674,Mexico
Coco (2017 film),19.494,-99.111,Mexico
Godzilla: King of the Monsters (2019 film),20.724,-103.385,Mexico
Red (2010 film),47.006,28.858,Moldova
Hellboy (2004 film),46.843,29.629,Moldova
Spectral,47.763,27.929,Moldova
Black Sunday (1960 film),46.832,29.478,Moldova
Siberian Education,47.768,29.01,Moldova
Six Bullets,45.904,28.199,Moldova
Bill & Ted's Excellent Adventure,47.908,106.883,Mongolia
The Way Back,49.033,104.083,Mongolia
Skiptrace ,49.487,105.923,Mongolia
Iron Sky: The Coming Race,48.006,91.642,Mongolia
Flight of the Phoenix (2004 film),48.968,89.963,Mongolia
Mongol ,49.981,92.067,Mongolia
Burn Your Maps,44.67,102.175,Mongolia
The Eagle Huntress,49.634,100.162,Mongolia
The Conqueror (1956 film),46.194,100.718,Mongolia
Doppelgänger (1969 film),46.264,102.775,Mongolia
Casino Royale (2006 film),42.441,19.264,Montenegro
The November Man,42.773,18.944,Montenegro
Superfly (2018 film),42.453,18.538,Montenegro
The Brothers Bloom,43.357,19.358,Montenegro
The Dark Side of the Sun ,42.286,18.84,Montenegro
Meet Me in Montenegro,42.093,19.1,Montenegro
King of the Belgians ,43.038,19.748,Montenegro
Ace of Spades: Bad Destiny,42.391,18.914,Montenegro
Spectre (2015 film),34.033,-5,Morocco
Mission: Impossible – Rogue Nation,34.013,-6.833,Morocco
Casablanca ,33.588,-7.611,Morocco
Allied ,34.053,-6.798,Morocco
John Wick: Chapter 3 – Parabellum,31.634,-8,Morocco
All the Money in the World,30.42,-9.598,Morocco
The Bourne Ultimatum ,35.767,-5.8,Morocco
Escape Plan ,33.894,-5.547,Morocco
Babel ,34.681,-1.909,Morocco
Hanna ,35.252,-3.937,Morocco
Light Drops,-25.966,32.583,Mozambique
Kuxa Kanema: The Birth of Cinema,-25.962,32.459,Mozambique
Marrabenta Stories,-19.844,34.839,Mozambique
O Meu Marido Está a Negar,-15.116,39.267,Mozambique
I Love You (2007 Mozambican film),-19.116,33.483,Mozambique
Rambo (2008 film),16.805,96.156,Myanmar
Anegan,21.975,96.084,Myanmar
The Railway Man ,19.745,96.13,Myanmar
Stealth ,16.491,97.628,Myanmar
Rangoon (2017 Hindi film),15.823,98.253,Myanmar
Hard Target 2,17.335,96.481,Myanmar
The Lady (2011 film),16.779,94.732,Myanmar
Ninja: Shadow of a Tear,22.109,95.136,Myanmar
Pudhukottaiyilirundhu Saravanan,20.146,92.898,Myanmar
Never So Few,20.878,95.858,Myanmar
Transformers: The Last Knight,-22.559,17.083,Namibia
King Solomon's Mines (1985 film),-17.933,19.767,Namibia
Dust Devil ,-22.957,14.505,Namibia
The King Is Alive,-17.788,15.704,Namibia
Sands of the Kalahari,-22.678,14.527,Namibia
The Bone Snatcher,-17.5,24.267,Namibia
Lost in the Desert,-19.567,18.117,Namibia
Game for Vultures,-23.317,17.09,Namibia
Running Free ,-20.464,16.648,Namibia
A Twist of Sand,-21.983,16.917,Namibia
Everest (2015 film),27.702,85.321,Nepal
Doctor Strange (2016 film),28.267,83.969,Nepal
Raiders of the Lost Ark,27.677,85.314,Nepal
2012,26.455,87.27,Nepal
G.I. Joe: Retaliation,27.017,84.881,Nepal
"Monsters, Inc.",26.814,87.28,Nepal
Chekka Chivantha Vaanam,27.677,84.436,Nepal
The Expendables 2,26.729,85.926,Nepal
Smallfoot ,28.701,80.59,Nepal
Planes ,27.701,83.448,Nepal
Spider-Man: Far From Home,52.374,4.89,Netherlands
The Fault in Our Stars ,51.922,4.479,Netherlands
The Hitman's Bodyguard,52.077,4.299,Netherlands
The 15:17 to Paris,52.091,5.122,Netherlands
Rush (2013 film),51.441,5.478,Netherlands
Ocean's Twelve,51.556,5.091,Netherlands
Hostel (2005 film),53.219,6.567,Netherlands
Munich ,52.37,5.214,Netherlands
Tulip Fever,51.587,4.776,Netherlands
The Bourne Supremacy ,51.843,5.853,Netherlands
A Turtle's Tale: Sammy's Adventures,-22.274,166.449,New_Caledonia
Rebellion (2011 film),-22.263,166.566,New_Caledonia
The Proud and Profane,-22.158,166.457,New_Caledonia
The Wolf of Wall Street (2013 film),-36.849,174.763,New_Zealand
Everest (2015 film),-41.287,174.776,New_Zealand
Cloud Atlas ,-43.533,172.633,New_Zealand
What We Do in the Shadows,-36.993,174.88,New_Zealand
Hunt for the Wilderpeople,-36.918,174.658,New_Zealand
The Piano,-37.783,175.283,New_Zealand
Heavenly Creatures,-45.874,170.504,New_Zealand
Boy (2010 film),-37.686,176.167,New_Zealand
Once Were Warriors ,-41.217,174.917,New_Zealand
Whale Rider,-40.356,175.611,New_Zealand
Broadcast News ,12.133,-86.25,Nicaragua
Walker ,12.438,-86.878,Nicaragua
Latino ,11.974,-86.094,Nicaragua
Last Plane Out,12.629,-87.131,Nicaragua
Striker (1987 film),12.926,-85.917,Nicaragua
The Ambassador (2005 film),13.092,-86.354,Nicaragua
Under Fire (1983 film),11.93,-85.956,Nicaragua
Sahara (2005 film),13.514,2.11,Niger
Running the Sahara,13.807,8.988,Niger
