title_clean,lat,long,country
Sarraounia ,13.5,7.102,Niger
La Robe du temps,16.973,7.991,Niger
La Mort de la gazelle,17.019,8.017,Niger
Jaguar (1967 film),14.889,5.269,Niger
Captain America: Civil War,6.454,3.395,Nigeria
Black Panther ,12,8.517,Nigeria
X-Men Origins: Wolverine,7.378,3.906,Nigeria
Tears of the Sun,10.526,7.439,Nigeria
Sahara (2005 film),4.777,7.013,Nigeria
Half of a Yellow Sun ,6.338,5.626,Nigeria
The Wedding Party (2016 film),11.847,13.157,Nigeria
Black November,11.111,7.723,Nigeria
October 1,5.107,7.367,Nigeria
Dry ,9.928,8.892,Nigeria
Olympus Has Fallen,39.034,125.754,North_Korea
Okja,39.918,127.536,North_Korea
G.I. Joe: Retaliation,38.737,125.408,North_Korea
Die Another Day,39.432,125.933,North_Korea
Salt (2010 film),39.832,127.619,North_Korea
The Interview,37.971,126.554,North_Korea
Team America: World Police,39.153,127.444,North_Korea
A Werewolf Boy,41.796,129.776,North_Korea
Stealth ,38.507,125.756,North_Korea
Operation Chromite ,40.101,124.398,North_Korea
Windtalkers,15.212,145.754,Northern_Mariana_Islands
Oba: The Last Samurai,14.968,145.62,Northern_Mariana_Islands
Hell to Eternity,18.125,145.759,Northern_Mariana_Islands
Anatahan ,18.736,145.653,Northern_Mariana_Islands
Avengers: Endgame,59.913,10.746,Norway
Thor: Ragnarok,60.393,5.324,Norway
Avengers: Age of Ultron,63.43,10.395,Norway
Thor ,58.97,5.733,Norway
Captain America: The First Avenger,59.744,10.204,Norway
The Snowman (2017 film),59.218,10.93,Norway
Downsizing ,58.147,7.996,Norway
22 July,58.852,5.735,Norway
Eight Below,59.833,10.437,Norway
The Witches (1990 film),69.649,18.955,Norway
Captain Phillips ,23.584,58.408,Oman
Personal Shopper,23.67,58.189,Oman
Killer Elite ,17.015,54.092,Oman
Baahubali 2: The Conclusion,24.861,67.01,Pakistan
Baahubali: The Beginning,31.558,74.351,Pakistan
Bajrangi Bhaijaan,31.416,73.09,Pakistan
Everest (2015 film),33.597,73.048,Pakistan
Mission: Impossible – Fallout,30.197,71.478,Pakistan
Bridge of Spies ,25.392,68.374,Pakistan
Iron Man 3,32.156,74.187,Pakistan
Padmaavat,34.008,71.578,Pakistan
Thugs of Hindostan,28.42,70.303,Pakistan
London Has Fallen,30.184,67.001,Pakistan
Journey 2: The Mysterious Island,7.34,134.473,Palau
Fast & Furious (2009 film),8.994,-79.52,Panama
Godzilla (1998 film),9.05,-79.471,Panama
Hands of Stone,9.05,-79.45,Panama
42,8.427,-82.431,Panama
Team America: World Police,8.952,-79.66,Panama
The Tailor of Panama ,9.355,-79.9,Panama
Sniper (1993 film),8.88,-79.783,Panama
Mega Shark Versus Crocosaurus,9.067,-79.433,Panama
Indigenous ,9.089,-79.383,Panama
Across the Pacific,8.1,-80.983,Panama
Sanctum ,-9.477,147.151,Papua_New_Guinea
Godzilla: Final Wars,-6.722,146.985,Papua_New_Guinea
Born Free,-6.23,155.566,Papua_New_Guinea
Robinson Crusoe (1997 film),-5.857,144.231,Papua_New_Guinea
Mr. Pip,-8.765,148.233,Papua_New_Guinea
The Mountain of the Cannibal God,-5.222,145.787,Papua_New_Guinea
The Wackiest Ship in the Army ,-4.343,152.269,Papua_New_Guinea
La Vallée ,-6.148,143.656,Papua_New_Guinea
Ongka's Big Moka,-5.551,150.138,Papua_New_Guinea
Gamera vs. Barugon,-6.083,145.387,Papua_New_Guinea
The Mission (1986 film),-25.286,-57.647,Paraguay
The Boys from Brazil ,-25.51,-54.611,Paraguay
Zama (2017 film),-25.34,-57.509,Paraguay
7 Boxes,-25.355,-57.445,Paraguay
One Man's War,-25.347,-57.606,Paraguay
Landfill Harmonic,-25.339,-57.522,Paraguay
Rat Trap ,-25.166,-57.486,Paraguay
Thirst (1960 film),-25.395,-57.536,Paraguay
Raiders of the Lost Ark,-12.043,-77.028,Peru
Indiana Jones and the Kingdom of the Crystal Skull,-16.399,-71.535,Peru
The Emperor's New Groove,-12.057,-77.118,Peru
Paddington ,-8.116,-79.03,Peru
The Motorcycle Diaries ,-6.771,-79.841,Peru
"Aguirre, the Wrath of God",-3.749,-73.254,Peru
Fitzcarraldo,-12.065,-75.205,Peru
Saludos Amigos,-5.194,-80.633,Peru
Kon-Tiki (2012 film),-9.085,-78.578,Peru
"Tad, The Lost Explorer",-13.523,-71.967,Peru
XXX: Return of Xander Cage,14.649,121.051,Philippines
Pacific Rim ,14.604,120.982,Philippines
London Has Fallen,14.65,120.968,Philippines
Citizen Kane,7.204,124.44,Philippines
Godzilla (2014 film),7.073,125.613,Philippines
The Bourne Legacy ,7.161,124.475,Philippines
American Ultra,10.317,123.891,Philippines
Man on the Moon ,6.113,125.172,Philippines
Heneral Luna,14.524,121.079,Philippines
The Wandering Earth,14.587,121.061,Philippines
X-Men: Apocalypse,52.23,21.012,Poland
Schindler's List,51.771,19.474,Poland
X-Men: First Class,50.061,19.937,Poland
Zero Dark Thirty,51.1,17.033,Poland
The Fault in Our Stars ,52.407,16.93,Poland
X-Men ,54.352,18.646,Poland
The Boy in the Striped Pyjamas ,53.429,14.553,Poland
The Pianist (2002 film),53.123,18.008,Poland
Life Is Beautiful,51.25,22.567,Poland
Sophie's Choice ,50.258,19.028,Poland
On Her Majesty's Secret Service ,38.717,-9.133,Portugal
The Ninth Gate,41.15,-8.611,Portugal
Night Train to Lisbon ,38.754,-9.231,Portugal
The Russia House ,41.55,-8.42,Portugal
Arabian Nights (2015 film),38.524,-8.888,Portugal
Doppelgänger (1969 film),40.206,-8.42,Portugal
Porto ,38.757,-9.255,Portugal
The Invisible Circus ,32.666,-16.925,Portugal
The State of Things ,38.767,-9.298,Portugal
Mysteries of Lisbon,41.124,-8.612,Portugal
The Punisher (2004 film),18.466,-66.106,Puerto_Rico
Contact (1997 American film),18.399,-66.156,Puerto_Rico
If Beale Street Could Talk ,18.381,-65.957,Puerto_Rico
The Rum Diary ,18.01,-66.624,Puerto_Rico
Assassins ,18.234,-66.048,Puerto_Rico
Under Suspicion (2000 film),18.357,-66.111,Puerto_Rico
Welcome to the Jungle (2013 film),18.201,-67.14,Puerto_Rico
Runner Runner,18.355,-66.007,Puerto_Rico
Q&A ,18.472,-66.716,Puerto_Rico
A Show of Force,18.326,-65.652,Puerto_Rico
Transformers ,25.285,51.531,Qatar
Body of Lies ,25.292,51.424,Qatar
Congo Jazz,-4.266,15.283,Republic_of_Congo
Crazy Cruise,-4.776,11.864,Republic_of_Congo
The Impostor (1944 film),-4.198,12.667,Republic_of_Congo
Fury of the Congo,-4.205,13.286,Republic_of_Congo
Travels in the Congo ,-0.482,15.9,Republic_of_Congo
Mississippi Mermaid,-20.882,55.45,Réunion
Captain America: Civil War,44.432,26.106,Romania
The Nun (2018 film),47.167,27.6,Romania
Hotel Transylvania 2,46.767,23.6,Romania
The Expendables 3,45.754,21.226,Romania
Dracula Untold,44.317,23.8,Romania
Hotel Transylvania,44.181,28.634,Romania
Van Helsing ,45.437,28.05,Romania
Singh Is Bliing,45.649,25.606,Romania
Nosferatu,44.95,26.017,Romania
Bram Stoker's Dracula,45.272,27.974,Romania
Captain America: Civil War,55.752,37.616,Russia
Justice League ,59.939,30.314,Russia
The Avengers (2012 film),55.041,82.935,Russia
The Fate of the Furious,56.852,60.612,Russia
X-Men: Days of Future Past,56.329,44.002,Russia
Bridge of Spies ,53.2,50.15,Russia (formerly Soviet_Union)
XXX: Return of Xander Cage,54.992,73.369,Russia
Red Sparrow,55.789,49.122,Russia
The Equalizer ,47.231,39.723,Russia
X-Men: First Class,55.154,61.429,Russia
Hotel Rwanda,-1.95,30.059,Rwanda
The African Queen ,-2.597,29.739,Rwanda
Gorillas in the Mist,-2.074,29.757,Rwanda
Sometimes in April,-1.5,29.635,Rwanda
Shake Hands with the Devil (2007 film),-1.703,29.256,Rwanda
Shooting Dogs,-1.576,30.067,Rwanda
Earth Made of Glass ,-2.485,28.907,Rwanda
Screamers (2006 film),-2.06,29.348,Rwanda
Africa United (2010 film),-1.949,30.435,Rwanda
Shake Hands with the Devil: The Journey of Roméo Dallaire,-2.16,30.543,Rwanda
Creole Connections,13.996,-61.006,Saint_Lucia
Pirates of the Caribbean: Dead Man's Chest,13.155,-61.227,Saint_Vincent_and_Grenadines
Hobbs & Shaw,-13.833,-171.767,Samoa
Moana (1926 film),-13.52,-172.638,Samoa
Dangerous Money,-13.832,-172.036,Samoa
The Orator ,-13.795,-171.831,Samoa
Little fruit from the Equator,0.337,6.727,São_Tomé_and_Príncipe
All the Money in the World,24.688,46.722,Saudi_Arabia
Lawrence of Arabia ,21.542,39.198,Saudi_Arabia
A Hologram for the King ,21.427,39.826,Saudi_Arabia
The Kingdom ,24.469,39.614,Saudi_Arabia
Innocence of Muslims,24.493,39.586,Saudi_Arabia
Muhammad: The Messenger of God ,26.434,50.103,Saudi_Arabia
The Message (1976 film),21.27,40.416,Saudi_Arabia
Bilal: A New Breed of Hero,28.4,36.572,Saudi_Arabia
Fetih 1453,24.155,47.335,Saudi_Arabia
Wadjda,26.326,43.975,Saudi_Arabia
Black Girl (1966 film),14.694,-17.444,Senegal
Xala,14.765,-17.391,Senegal
Touki Bouki,14.85,-15.883,Senegal
Running the Sahara,14.789,-16.926,Senegal
Ceddo,14.783,-16.967,Senegal
Faat Kiné,16.018,-16.49,Senegal
Borom Sarret,14.152,-16.073,Senegal
Mandabi,12.568,-16.273,Senegal
Black (2008 film),14.633,-16.233,Senegal
Badou Boy,13.771,-13.667,Senegal
A Serbian Film,44.804,20.465,Serbia
Vivegam,43.325,21.903,Serbia
Chekka Chivantha Vaanam,45.252,19.837,Serbia
From Russia with Love ,44.846,20.401,Serbia
The November Man,44.017,20.917,Serbia
3 Days to Kill,43.891,20.35,Serbia
Babylon A.D.,46.1,19.667,Serbia
Renegades (2017 film),42.998,21.946,Serbia
Underground (1995 film),43.137,20.512,Serbia
Clip ,43.726,20.689,Serbia
Goodbye Emmanuelle,-4.62,55.455,Seychelles
Ragasiya Police,-4.717,55.483,Seychelles
La ragazza dalla pelle di luna,-4.617,55.417,Seychelles
Lord of War,8.487,-13.236,Sierra_Leone
Amistad ,7.965,-11.738,Sierra_Leone
Blood Diamond,7.877,-11.19,Sierra_Leone
The Last Face,8.644,-10.971,Sierra_Leone
Cry Freetown,8.886,-12.044,Sierra_Leone
Relentless (2010 film),8.684,-12.535,Sierra_Leone
Ezra (2007 film),8.766,-12.787,Sierra_Leone
La vita non perde valore,8.339,-13.071,Sierra_Leone
Kamara's Tree,9.589,-11.553,Sierra_Leone
Independence Day: Resurgence,1.355,103.776,Singapore
Crazy Rich Asians ,1.247,103.824,Singapore
Pirates of the Caribbean: At World's End,1.364,103.757,Singapore
Hitman: Agent 47,1.276,103.817,Singapore
Eye in the Sky (2015 film),1.352,103.766,Singapore
Johnny English Strikes Again,1.361,103.809,Singapore
Rebel (2012 film),1.169,103.739,Singapore
In the Mood for Love,1.32,103.832,Singapore
Thunderbirds (2004 film),1.279,103.811,Singapore
Pyaar Impossible!,1.167,103.737,Singapore
Van Helsing ,48.148,17.107,Slovakia
Hostel (2005 film),48.714,21.258,Slovakia
Hostel: Part II,48.998,21.234,Slovakia
EuroTrip,48.308,18.085,Slovakia
Shadow of the Vampire,49.223,18.739,Slovakia
Bathory ,48.739,19.153,Slovakia
Import/Export,48.377,17.587,Slovakia
Czechoslovakia 1968,49.067,18.924,Slovakia
The Line (2017 film),48.895,18.044,Slovakia
Jánošík (1921 film),49.061,20.298,Slovakia
Season of the Witch (2011 film),46.051,14.505,Slovenia
Doraemon: Nobita and the Spiral City,46.555,15.647,Slovenia
We Will Be the World Champions,46.231,15.26,Slovenia
Slovenian Girl,46.239,14.356,Slovenia
The Red Colored Grey Truck,46.359,15.11,Slovenia
Cheese and Jam,45.547,13.729,Slovenia
"Sand, Love and Salt",45.804,15.169,Slovenia
Rooster's Breakfast,46.42,15.87,Slovenia
The Thin Red Line (1998 film),-9.433,159.95,Solomon_Islands
PT 109 ,-8.768,160.698,Solomon_Islands
The Thin Red Line (1964 film),-8.103,156.842,Solomon_Islands
Guadalcanal Diary ,-8.145,159.592,Solomon_Islands
Beachhead ,-9.103,160.151,Solomon_Islands
Black Hawk Down ,2.037,45.344,Somalia
The Expendables 3,9.56,44.065,Somalia
Captain Phillips ,10.44,45.014,Somalia
Desert Flower ,-0.358,42.545,Somalia
A Hijacking,1.716,44.772,Somalia
Pressure (2015 film),0.07,42.745,Somalia
Fishing Without Nets (2014 film),3.114,43.65,Somalia
A Girl from Mogadishu,9.522,45.534,Somalia
The Cruelest Day,11.284,49.182,Somalia
La pattuglia dell'Amba Alagi,2.138,45.121,Somalia
Avengers: Age of Ultron,-33.926,18.423,South_Africa
Grimsby ,-29.858,31.029,South_Africa
Chappie ,-26.202,28.044,South_Africa
District 9,-26.268,27.858,South_Africa
Singh Is Bliing,-25.745,28.188,South_Africa
Rush (2013 film),-33.961,25.615,South_Africa
Gandhi ,-29.617,30.393,South_Africa
Invictus ,-26.188,28.321,South_Africa
Diamonds Are Forever ,-25.996,28.227,South_Africa
Blood Diamond,-33.015,27.912,South_Africa
Black Panther ,37.566,126.978,South_Korea
Avengers: Age of Ultron,35.102,129.03,South_Korea
Train to Busan,37.456,126.705,South_Korea
World War Z ,35.87,128.591,South_Korea
Cloud Atlas ,36.321,127.42,South_Korea
The Bourne Legacy ,35.155,126.916,South_Korea
Geostorm,37.291,127.009,South_Korea
Foxcatcher,37.656,126.835,South_Korea
Okja,37.439,127.138,South_Korea
The Handmaiden,35.537,129.317,South_Korea
Machine Gun Preacher,4.852,31.582,South_Sudan
Lost Boys of Sudan ,9.012,27.571,South_Sudan
Assassin's Creed ,40.417,-3.703,Spain
Pirates of the Caribbean: On Stranger Tides,41.389,2.159,Spain
Pan's Labyrinth,39.47,-0.377,Spain
Pitch Perfect 3,37.383,-5.973,Spain
Fast & Furious 6,41.656,-0.877,Spain
Geostorm,36.72,-4.42,Spain
Rush (2013 film),37.987,-1.13,Spain
The Bourne Ultimatum ,39.569,2.65,Spain
Ferdinand ,28.1,-15.413,Spain
Highlander ,43.263,-2.925,Spain
Madras Cafe,6.935,79.849,Sri_Lanka
Kannathil Muthamittal,6.84,79.871,Sri_Lanka
Dheepan,6.773,79.882,Sri_Lanka
Thenali,9.668,80.007,Sri_Lanka
A Common Man ,7.208,79.836,Sri_Lanka
The Terrorist (1997 film),6.891,79.901,Sri_Lanka
Ceylon ,6.883,79.907,Sri_Lanka
Kuttrapathirikai,7.291,80.634,Sri_Lanka
Sri Lanka's Killing Fields,8.578,81.229,Sri_Lanka
Aloko Udapadi,7.409,81.835,Sri_Lanka
The Constant Gardener ,15.552,32.532,Sudan
The Good Lie,15.645,32.478,Sudan
The Four Feathers (2002 film),12.049,24.881,Sudan
Khartoum ,19.617,37.216,Sudan
In a Better World,15.451,36.4,Sudan
The Four Feathers (1939 film),13.184,30.217,Sudan
The Four Feathers,14.035,35.383,Sudan
Darfur ,13.163,32.663,Sudan
Storm Over the Nile,14.401,33.52,Sudan
Screamers (2006 film),11.462,26.126,Sudan
Wan Pipel,5.866,-55.167,Suriname
Let Each One Go Where He May,5.7,-55.233,Suriname
Faja Lobbi,5.056,-54.98,Suriname
The Price of Sugar (2013 film),5.926,-56.973,Suriname
Kingsman: The Golden Circle,59.333,18.065,Sweden
Mamma Mia! Here We Go Again,57.707,11.967,Sweden
The Girl with the Dragon Tattoo (2011 film),55.606,13.001,Sweden
The Girl in the Spider's Web ,59.859,17.639,Sweden
The Ritual (2017 film),59.428,17.951,Sweden
The Wife (2017 film),59.616,16.553,Sweden
The Girl with the Dragon Tattoo (2009 film),59.274,15.207,Sweden
Let the Right One In ,58.411,15.622,Sweden
The Seventh Seal,56.047,12.694,Sweden
The Square (2017 film),57.781,14.156,Sweden
The Wolf of Wall Street (2013 film),47.367,8.55,Switzerland
Iron Man 3,46.202,6.146,Switzerland
Spider-Man: Far From Home,47.558,7.573,Switzerland
The Girl with the Dragon Tattoo (2011 film),46.948,7.447,Switzerland
X-Men: First Class,46.516,6.633,Switzerland
A Cure for Wellness,47.506,8.724,Switzerland
Snowden ,47.424,9.375,Switzerland
Edge of Tomorrow,46.01,8.96,Switzerland
Sherlock Holmes: A Game of Shadows,47.05,8.306,Switzerland
The Bourne Identity (2002 film),47.137,7.246,Switzerland
Phantom (2015 film),36.201,37.161,Syria
Munich ,33.51,36.291,Syria
You Don't Mess with the Zohan,34.727,36.723,Syria
Entebbe ,35.132,36.758,Syria
Exodus (1960 film),35.532,35.79,Syria
Beirut ,35.336,40.141,Syria
The Delta Force,35.953,39.008,Syria
Waltz with Bashir,36.371,37.516,Syria
Raid on Entebbe ,35.931,36.634,Syria
Omar ,33.572,36.403,Syria
Lucy (2014 film),25.048,121.532,Taiwan
Geostorm,22.616,120.313,Taiwan
Godzilla vs. Kong,24.147,120.684,Taiwan
Bleeding Steel,22.991,120.213,Taiwan
Gorgeous ,25.014,121.467,Taiwan
Warriors of the Rainbow: Seediq Bale,24.804,120.969,Taiwan
Crime Story ,24.994,121.297,Taiwan
To the Fore,25.128,121.742,Taiwan
Monga ,23.977,121.604,Taiwan
The Wayward Cloud,23.961,120.572,Taiwan
Spies Like Us,38.536,68.779,Tajikistan
Sex & Philosophy,40.283,69.622,Tajikistan
True Noon ,37.915,69.785,Tajikistan
The Bucket List,-6.823,39.27,Tanzania
Massu Engira Masilamani,-2.517,32.9,Tanzania
The African Queen ,-6.164,39.198,Tanzania
Soarin',-3.367,36.683,Tanzania
Hatari!,-8.9,33.45,Tanzania
Mountains of the Moon ,-6.821,37.661,Tanzania
Darwin's Nightmare,-5.069,39.099,Tanzania
Shout at the Devil ,-6.172,35.739,Tanzania
The Crimson Wing: Mystery of the Flamingos,-4.877,29.627,Tanzania
Crack in the World,-3.35,37.333,Tanzania
Kong: Skull Island,13.754,100.501,Thailand
Kabali ,13.599,100.597,Thailand
The Meg,13.861,100.515,Thailand
The Bourne Legacy ,17.416,102.786,Thailand
The Impossible (2012 film),13.362,100.983,Thailand
American Gangster ,14.971,102.102,Thailand
Kyaa Kool Hain Hum 3,18.79,98.985,Thailand
The Beach ,7.008,100.477,Thailand
Mechanic: Resurrection,13.913,100.499,Thailand
The Bridge on the River Kwai,13.174,100.931,Thailand
The Blooms of Banjeli,6.129,1.222,Togo
The Other Side of Heaven,-21.139,-175.202,Tonga
Tongan Ninja,-21.177,-175.117,Tonga
Tongan Ark,-18.651,-173.984,Tonga
The Bank Job,10.517,-61.417,Trinidad_and_Tobago
Dulha Mil Gaya,10.28,-61.446,Trinidad_and_Tobago
Affair in Trinidad,10.28,-61.468,Trinidad_and_Tobago
The Mystic Masseur,10.667,-61.519,Trinidad_and_Tobago
Bim,10.306,-61.176,Trinidad_and_Tobago
Contract Killers,10.637,-61.282,Trinidad_and_Tobago
The Body (1974 film),10.306,-61.447,Trinidad_and_Tobago
Murder in Trinidad,10.649,-61.499,Trinidad_and_Tobago
The Hummingbird Tree,10.174,-61.684,Trinidad_and_Tobago
Two Yanks in Trinidad,10.652,-61.389,Trinidad_and_Tobago
Valkyrie ,36.819,10.166,Tunisia
The X-Files ,34.741,10.76,Tunisia
Patton ,35.825,10.637,Tunisia
The Big Red One,35.678,10.096,Tunisia
Ice Cold in Alex,37.274,9.874,Tunisia
Pirates (1986 film),33.881,10.098,Tunisia
The Tuskegee Airmen,36.86,10.193,Tunisia
The Hill ,35.168,8.837,Tunisia
The Desert Fox: The Story of Rommel,34.425,8.784,Tunisia
Cabiria,36.818,10.305,Tunisia
Wonder Woman (2017 film),41.014,28.95,Turkey
Inferno (2016 film),39.92,32.854,Turkey
Skyfall,38.413,27.138,Turkey
Argo (2012 film),40.196,29.06,Turkey
Lawrence of Arabia ,37.002,35.329,Turkey
Dracula Untold,37.059,37.383,Turkey
Armageddon (1998 film),37.871,32.485,Turkey
Indiana Jones and the Last Crusade,39.918,32.863,Turkey
The Equalizer 2,36.908,30.696,Turkey
Tinker Tailor Soldier Spy ,41.039,28.857,Turkey
Air Force One ,37.95,58.383,Turkmenistan
The Darkest Hour ,39.073,63.579,Turkmenistan
White Sun of the Desert,41.836,59.967,Turkmenistan
Closed Curtain,37.594,61.83,Turkmenistan
By the Bluest of Seas,39.511,54.367,Turkmenistan
New Moon (1930 film),37.619,62.167,Turkmenistan
Greedy Lying Bastards,-8.524,179.194,Tuvalu
Casino Royale (2006 film),0.316,32.582,Uganda
The Last King of Scotland ,2.775,32.299,Uganda
The Lion King II: Simba's Pride,2.25,32.9,Uganda
Kony 2012,-0.605,30.649,Uganda
Queen of Katwe,0.439,33.203,Uganda
Entebbe ,-0.592,30.629,Uganda
Mighty Joe Young (1998 film),1.082,34.175,Uganda
Mississippi Masala,0.353,32.755,Uganda
Who Killed Captain Alex?,0.183,30.083,Uganda
Raid on Entebbe ,-0.334,31.734,Uganda
Creed II,50.455,30.524,Ukraine
Transformers: Dark of the Moon,49.981,36.253,Ukraine
Mission: Impossible ,48.459,35.039,Ukraine
Lord of War,48.023,37.802,Ukraine
A Good Day to Die Hard,46.477,30.733,Ukraine
Godzilla (1998 film),47.823,35.19,Ukraine
The Sum of All Fears ,49.838,24.023,Ukraine
Fiddler on the Roof ,47.91,33.38,Ukraine
Boyka: Undisputed,46.966,31.997,Ukraine
Hobbs & Shaw,47.095,37.541,Ukraine
Furious 7,25.066,55.171,United_Arab_Emirates
Mission: Impossible – Ghost Protocol,25.337,55.412,United_Arab_Emirates
Geostorm,24.467,54.367,United_Arab_Emirates
Welcome Back ,24.451,54.397,United_Arab_Emirates
Kung Fu Yoga,25.402,55.479,United_Arab_Emirates
Happy New Year (2014 film),25.79,55.943,United_Arab_Emirates
Hamari Adhuri Kahani,24.359,54.483,United_Arab_Emirates
Sex and the City 2,25.116,56.341,United_Arab_Emirates
Chekka Chivantha Vaanam,25.145,56.248,United_Arab_Emirates
Body of Lies ,24.31,54.629,United_Arab_Emirates
Avengers: Infinity War,51.509,-0.126,United_Kingdom
Captain America: Civil War,52.481,-1.9,United_Kingdom
Black Panther ,53.411,-2.978,United_Kingdom
Fantastic Beasts and Where to Find Them ,52.954,-1.15,United_Kingdom
Harry Potter (film series),53.383,-1.466,United_Kingdom
Avengers: Age of Ultron,51.455,-2.597,United_Kingdom
The Greatest Showman,55.865,-4.258,United_Kingdom
Transformers: The Last Knight,52.639,-1.132,United_Kingdom
Bohemian Rhapsody ,55.952,-3.196,United_Kingdom
The Conjuring 2,53.796,-1.548,United_Kingdom
Avengers: Infinity War,40.6635,-73.9387,United_States
Avengers: Endgame,34.0194,-118.4108,United_States
Suicide Squad ,41.8376,-87.6818,United_States
Captain America: Civil War,29.7866,-95.3909,United_States
Batman v Superman: Dawn of Justice,33.5722,-112.0901,United_States
Deadpool ,40.0094,-75.1333,United_States
Black Panther ,29.4724,-98.5251,United_States
The Revenant (2015 film),32.8153,-117.135,United_States
It (2017 film),32.7933,-96.7665,United_States
Justice League ,37.2967,-121.8189,United_States
XXY ,-34.903,-56.188,Uruguay
United Passions,-31.383,-57.967,Uruguay
The Battle of the River Plate ,-32.317,-58.081,Uruguay
The City of Your Final Destination,-34.73,-56.219,Uruguay
State of Siege,-30.905,-55.551,Uruguay
"Montevideo, God Bless You!",-34.9,-54.95,Uruguay
Ataque de Pánico!,-31.717,-55.981,Uruguay
Survive! ,-32.37,-54.167,Uruguay
Burnt Money,-33.252,-58.03,Uruguay
Whisky ,-30.4,-56.467,Uruguay
The Dark Knight Rises,41.265,69.216,Uzbekistan
The Golden Horde ,40.998,71.673,Uzbekistan
Osmondagi bolalar,39.654,66.96,Uzbekistan
True Noon ,40.782,72.344,Uzbekistan
Tanna ,-17.736,168.314,Vanuatu
Too Late the Hero ,-15.52,167.162,Vanuatu
Till There Was You (1990 film),-16.065,167.397,Vanuatu
God Is American,-15.042,167.073,Vanuatu
Point Break (2015 film),10.488,-66.879,Venezuela
Cannibal Holocaust,10.667,-71.612,Venezuela
What Dreams May Come ,10.235,-67.591,Venezuela
The Motorcycle Diaries ,10.162,-68.008,Venezuela
Arachnophobia ,10.065,-69.357,Venezuela
Sorcerer ,8.351,-62.641,Venezuela
True Memoirs of an International Assassin,10.136,-64.686,Venezuela
Jungle 2 Jungle,9.746,-63.183,Venezuela
Elektra Luxx,10.214,-64.633,Venezuela
Dragonfly (2002 film),10.477,-66.808,Venezuela
Kong: Skull Island,10.823,106.63,Vietnam
Forrest Gump,21.025,105.841,Vietnam
X-Men: Days of Future Past,16.068,108.221,Vietnam
X-Men Origins: Wolverine,20.865,106.683,Vietnam
Watchmen ,10.945,106.824,Vietnam
The Post ,16.462,107.595,Vietnam
Apocalypse Now,12.245,109.194,Vietnam
Full Metal Jacket,10.037,105.788,Vietnam
The Deer Hunter,10.012,105.081,Vietnam
American Gangster ,13.776,109.224,Vietnam
Spectre (2015 film),27.142,-13.188,Western_Sahara
Aquaman ,23.685,-15.958,Western_Sahara
Stolen (2009 Australian film),27.096,-13.416,Western_Sahara
London Has Fallen,15.355,44.207,Yemen
Rules of Engagement ,14.798,42.955,Yemen
Salmon Fishing in the Yemen,13.58,44.021,Yemen
The Path to 9/11,12.779,45.037,Yemen
The World's Greatest Athlete,-15.407,28.287,Zambia
Faith like Potatoes,-12.802,28.213,Zambia
Africa United (2010 film),-12.959,28.637,Zambia
When China Met Africa,-14.447,28.446,Zambia
The Wild Geese,-17.828,31.053,Zimbabwe
Chander Pahar ,-20.15,28.583,Zimbabwe
Concerning Violence,-18.013,31.076,Zimbabwe
Africa United (2010 film),-18.971,32.671,Zimbabwe
Albino ,-19.45,29.817,Zimbabwe
Game for Vultures,-18.928,29.815,Zimbabwe
Mugabe and the White African,-18.333,29.915,Zimbabwe
Flame (1996 film),-20.064,30.828,Zimbabwe
Blind Justice (1988 film),-17.367,30.2,Zimbabwe
Duel in the Jungle,-18.185,31.552,Zimbabwe